api_name,api_type,specs,version_added
CSSStyleDeclaration.strokeDashoffset,Property,"CSS View Module, Document Object Model (DOM) Level 2 Style ",12
CSSStyleDeclaration.strokeLinecap,Property,"CSS View Module, Document Object Model (DOM) Level 2 Style ",12
CSSStyleDeclaration.strokeLinejoin,Property,"CSS View Module, Document Object Model (DOM) Level 2 Style ",12
CSSStyleDeclaration.strokeMiterlimit,Property,"CSS View Module, Document Object Model (DOM) Level 2 Style ",12
CSSStyleDeclaration.strokeOpacity,Property,"CSS View Module, Document Object Model (DOM) Level 2 Style ",12
CSSStyleDeclaration.strokeWidth,Property,"CSS View Module, Document Object Model (DOM) Level 2 Style ",12
CSSStyleDeclaration.stroke,Property,"CSS View Module, Document Object Model (DOM) Level 2 Style ",12
CSSStyleDeclaration.tableLayout,Property,"CSS View Module, Document Object Model (DOM) Level 2 Style ",12
CSSStyleDeclaration.textAlignLast,Property,"CSS View Module, Document Object Model (DOM) Level 2 Style ",12
CSSStyleDeclaration.textAlign,Property,"CSS View Module, Document Object Model (DOM) Level 2 Style ",12
CSSStyleDeclaration.textAnchor,Property,"CSS View Module, Document Object Model (DOM) Level 2 Style ",12
CSSStyleDeclaration.textDecoration,Property,"CSS View Module, Document Object Model (DOM) Level 2 Style ",12
CSSStyleDeclaration.textIndent,Property,"CSS View Module, Document Object Model (DOM) Level 2 Style ",12
CSSStyleDeclaration.textJustify,Property,"CSS View Module, Document Object Model (DOM) Level 2 Style ",12
CSSStyleDeclaration.textKashidaSpace,Property,"CSS View Module, Document Object Model (DOM) Level 2 Style ",12
CSSStyleDeclaration.textKashida,Property,"CSS View Module, Document Object Model (DOM) Level 2 Style ",12
CSSStyleDeclaration.textOverflow,Property,"CSS View Module, Document Object Model (DOM) Level 2 Style ",12
CSSStyleDeclaration.textShadow,Property,"CSS View Module, Document Object Model (DOM) Level 2 Style ",12
CSSStyleDeclaration.textTransform,Property,"CSS View Module, Document Object Model (DOM) Level 2 Style ",12
CSSStyleDeclaration.textUnderlinePosition,Property,"CSS View Module, Document Object Model (DOM) Level 2 Style ",12
CSSStyleDeclaration.top,Property,"CSS View Module, Document Object Model (DOM) Level 2 Style ",12
CSSStyleDeclaration.touchAction,Property,"CSS View Module, Document Object Model (DOM) Level 2 Style ",12
CSSStyleDeclaration.transformOrigin,Property,"CSS View Module, Document Object Model (DOM) Level 2 Style ",12
CSSStyleDeclaration.transformStyle,Property,"CSS View Module, Document Object Model (DOM) Level 2 Style ",12
CSSStyleDeclaration.transform,Property,"CSS View Module, Document Object Model (DOM) Level 2 Style ",12
CSSStyleDeclaration.transitionDelay,Property,"CSS View Module, Document Object Model (DOM) Level 2 Style ",12
CSSStyleDeclaration.transitionDuration,Property,"CSS View Module, Document Object Model (DOM) Level 2 Style ",12
CSSStyleDeclaration.transitionProperty,Property,"CSS View Module, Document Object Model (DOM) Level 2 Style ",12
CSSStyleDeclaration.transitionTimingFunction,Property,"CSS View Module, Document Object Model (DOM) Level 2 Style ",12
CSSStyleDeclaration.transition,Property,"CSS View Module, Document Object Model (DOM) Level 2 Style ",12
CSSStyleDeclaration.unicodeBidi,Property,"CSS View Module, Document Object Model (DOM) Level 2 Style ",12
CSSStyleDeclaration.verticalAlign,Property,"CSS View Module, Document Object Model (DOM) Level 2 Style ",12
CSSStyleDeclaration.visibility,Property,"CSS View Module, Document Object Model (DOM) Level 2 Style ",12
CSSStyleDeclaration.webkitAlignContent,Property,"CSS View Module, Document Object Model (DOM) Level 2 Style ",12
CSSStyleDeclaration.webkitAlignItems,Property,"CSS View Module, Document Object Model (DOM) Level 2 Style ",12
CSSStyleDeclaration.webkitAlignSelf,Property,"CSS View Module, Document Object Model (DOM) Level 2 Style ",12
CSSStyleDeclaration.webkitAnimationDelay,Property,"CSS View Module, Document Object Model (DOM) Level 2 Style ",12
CSSStyleDeclaration.webkitAnimationDirection,Property,"CSS View Module, Document Object Model (DOM) Level 2 Style ",12
CSSStyleDeclaration.webkitAnimationDuration,Property,"CSS View Module, Document Object Model (DOM) Level 2 Style ",12
CSSStyleDeclaration.webkitAnimationFillMode,Property,"CSS View Module, Document Object Model (DOM) Level 2 Style ",12
CSSStyleDeclaration.webkitAnimationIterationCount,Property,"CSS View Module, Document Object Model (DOM) Level 2 Style ",12
CSSStyleDeclaration.webkitAnimationName,Property,"CSS View Module, Document Object Model (DOM) Level 2 Style ",12
CSSStyleDeclaration.webkitAnimationPlayState,Property,"CSS View Module, Document Object Model (DOM) Level 2 Style ",12
CSSStyleDeclaration.webkitAnimationTimingFunction,Property,"CSS View Module, Document Object Model (DOM) Level 2 Style ",12
CSSStyleDeclaration.webkitAnimation,Property,"CSS View Module, Document Object Model (DOM) Level 2 Style ",12
CSSStyleDeclaration.webkitAppearance,Property,"CSS View Module, Document Object Model (DOM) Level 2 Style ",12
CSSStyleDeclaration.webkitBackfaceVisibility,Property,"CSS View Module, Document Object Model (DOM) Level 2 Style ",12
CSSStyleDeclaration.webkitBackgroundAttachment,Property,"CSS View Module, Document Object Model (DOM) Level 2 Style ",12
CSSStyleDeclaration.webkitBackgroundClip,Property,"CSS View Module, Document Object Model (DOM) Level 2 Style ",12
CSSStyleDeclaration.webkitBackgroundColor,Property,"CSS View Module, Document Object Model (DOM) Level 2 Style ",12
CSSStyleDeclaration.webkitBackgroundImage,Property,"CSS View Module, Document Object Model (DOM) Level 2 Style ",12
CSSStyleDeclaration.webkitBackgroundOrigin,Property,"CSS View Module, Document Object Model (DOM) Level 2 Style ",12
CSSStyleDeclaration.webkitBackgroundPositionX,Property,"CSS View Module, Document Object Model (DOM) Level 2 Style ",12
CSSStyleDeclaration.webkitBackgroundPositionY,Property,"CSS View Module, Document Object Model (DOM) Level 2 Style ",12
CSSStyleDeclaration.webkitBackgroundPosition,Property,"CSS View Module, Document Object Model (DOM) Level 2 Style ",12
CSSStyleDeclaration.webkitBackgroundRepeat,Property,"CSS View Module, Document Object Model (DOM) Level 2 Style ",12
CSSStyleDeclaration.webkitBackgroundSize,Property,"CSS View Module, Document Object Model (DOM) Level 2 Style ",12
CSSStyleDeclaration.webkitBackground,Property,"CSS View Module, Document Object Model (DOM) Level 2 Style ",12
CSSStyleDeclaration.webkitBorderBottomLeftRadius,Property,"CSS View Module, Document Object Model (DOM) Level 2 Style ",12
CSSStyleDeclaration.webkitBorderBottomRightRadius,Property,"CSS View Module, Document Object Model (DOM) Level 2 Style ",12
CSSStyleDeclaration.webkitBorderImageOutset,Property,"CSS View Module, Document Object Model (DOM) Level 2 Style ",12
CSSStyleDeclaration.webkitBorderImageRepeat,Property,"CSS View Module, Document Object Model (DOM) Level 2 Style ",12
CSSStyleDeclaration.webkitBorderImageSlice,Property,"CSS View Module, Document Object Model (DOM) Level 2 Style ",12
CSSStyleDeclaration.webkitBorderImageSource,Property,"CSS View Module, Document Object Model (DOM) Level 2 Style ",12
CSSStyleDeclaration.webkitBorderImageWidth,Property,"CSS View Module, Document Object Model (DOM) Level 2 Style ",12
CSSStyleDeclaration.webkitBorderImage,Property,"CSS View Module, Document Object Model (DOM) Level 2 Style ",12
CSSStyleDeclaration.webkitBorderRadius,Property,"CSS View Module, Document Object Model (DOM) Level 2 Style ",12
CSSStyleDeclaration.webkitBorderTopLeftRadius,Property,"CSS View Module, Document Object Model (DOM) Level 2 Style ",12
CSSStyleDeclaration.webkitBorderTopRightRadius,Property,"CSS View Module, Document Object Model (DOM) Level 2 Style ",12
CSSStyleDeclaration.webkitBoxAlign,Property,"CSS View Module, Document Object Model (DOM) Level 2 Style ",12
CSSStyleDeclaration.webkitBoxDirection,Property,"CSS View Module, Document Object Model (DOM) Level 2 Style ",12
CSSStyleDeclaration.webkitBoxFlex,Property,"CSS View Module, Document Object Model (DOM) Level 2 Style ",12
CSSStyleDeclaration.webkitBoxOrdinalGroup,Property,"CSS View Module, Document Object Model (DOM) Level 2 Style ",12
CSSStyleDeclaration.webkitBoxOrient,Property,"CSS View Module, Document Object Model (DOM) Level 2 Style ",12
CSSStyleDeclaration.webkitBoxPack,Property,"CSS View Module, Document Object Model (DOM) Level 2 Style ",12
CSSStyleDeclaration.webkitBoxSizing,Property,"CSS View Module, Document Object Model (DOM) Level 2 Style ",12
CSSStyleDeclaration.webkitColumnBreakAfter,Property,"CSS View Module, Document Object Model (DOM) Level 2 Style ",12
CSSStyleDeclaration.webkitColumnBreakBefore,Property,"CSS View Module, Document Object Model (DOM) Level 2 Style ",12
CSSStyleDeclaration.webkitColumnBreakInside,Property,"CSS View Module, Document Object Model (DOM) Level 2 Style ",12
CSSStyleDeclaration.webkitColumnCount,Property,"CSS View Module, Document Object Model (DOM) Level 2 Style ",12
CSSStyleDeclaration.webkitColumnGap,Property,"CSS View Module, Document Object Model (DOM) Level 2 Style ",12
CSSStyleDeclaration.webkitColumnRuleColor,Property,"CSS View Module, Document Object Model (DOM) Level 2 Style ",12
CSSStyleDeclaration.webkitColumnRuleStyle,Property,"CSS View Module, Document Object Model (DOM) Level 2 Style ",12
CSSStyleDeclaration.webkitColumnRuleWidth,Property,"CSS View Module, Document Object Model (DOM) Level 2 Style ",12
CSSStyleDeclaration.webkitColumnRule,Property,"CSS View Module, Document Object Model (DOM) Level 2 Style ",12
CSSStyleDeclaration.webkitColumnSpan,Property,"CSS View Module, Document Object Model (DOM) Level 2 Style ",12
CSSStyleDeclaration.webkitColumnWidth,Property,"CSS View Module, Document Object Model (DOM) Level 2 Style ",12
CSSStyleDeclaration.webkitColumns,Property,"CSS View Module, Document Object Model (DOM) Level 2 Style ",12
CSSStyleDeclaration.webkitFilter,Property,"CSS View Module, Document Object Model (DOM) Level 2 Style ",12
